order,url,name,description,star
1649851936-2686,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,shabbirdwd53/Springboot-Microservice,Springboot-Microservice,194
1649851727-1966,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,Anshelen/microservices-gateway,Kubernetes managed microservices project. Gateway service,5
1649851928-2653,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-spring-oauth2-microservices,some examples that show basic and more advanced implementations of oauth2 authorization mechanism in spring-cloud mic…,118
1649851876-2474,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-demo/shipping,Shipping service for microservices-demo application,27
1649851959-2761,https://github.com/search?l=Java&o=desc&p=1&q=in%3Adescription+microservice&s=stars&type=Repositories,alibaba/Sentinel,"A powerful flow control component enabling reliability, resilience and monitoring for microservices. (面向云原生微服务的高可用流控防…",18.8k
1649851919-2625,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,SaiUpadhyayula/springboot-microservices-project,Spring Boot Microservices Project Example,84
1649851911-2590,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,tangaiyun/redislimiter-spring-boot,"an excellent API limiting framework for Spring boot/cloud application, especially for microservice project",62
1649851913-2607,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservice&s=stars&type=Repositories,rockscript/rockscript,Resilient microservice integration,63
1649851783-2152,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,DickChesterwood/fleetman-webapp,A basic web front end for the FleetManager Microservice system.,8
1649851836-2338,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-microprofile-jwt,An introductory guide on how to control user and role access to microservices with MicroProfile JSON Web Token (Micro…,15
1649851913-2608,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservice&s=stars&type=Repositories,cassiomolin/microservices-springboot,"Example of microservices application with Spring Boot, Zuul, Eureka, MongoDB and RabbitMQ.",62
1649851859-2412,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservice&s=stars&type=Repositories,kimyuuum/simultaneous-viewing-limit-system,"Limit simultaneous viewing with Apache Kafka & Spring Boot Microservices, Redis",21
1649851817-2269,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,xm-online/xm-ms-config,XM^online 2 - Microservice for Configuration,12
1649851936-2684,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-examples/eventuate-examples-restaurant-management,Event-driven microservices version of restaurant management from POJOs in Action,197
1649851950-2734,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservice&s=stars&type=Repositories,abixen/abixen-platform,Abixen Platform is a microservices based software platform for building enterprise applications delivering functional…,632
1649851736-1997,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservice&s=stars&type=Repositories,kalexmills/micro-many-to-many,Maintaining many-to-many relationships across microservices with non-blocking I/O,6
1649851673-1773,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservice&s=stars&type=Repositories,Minecraft-Servers-List/backend-server-list,Minecraft Servers List website back-end server listing microservice.,4
1649851834-2327,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,otto-de/synapse,A library to implement event-sourcing microservices,14
1649851699-1869,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,talk2amareswaran/Full-Stack-Application-development-by-using-Microservices,Full Stack Application development by using Microservices,4
1649851701-1878,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,meyerdan/order-processing-microservices,Microservice Order Processing with Camunda,4
1649851765-2091,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservice&s=stars&type=Repositories,Liangdi/rust-microservice-demo,build microservice with rust and nacos,7
1649851687-1822,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservice&s=stars&type=Repositories,aleksandarskrbic/payment-processing-system,"Example of microservice architecture with Java + Vavr, Akka, and Apache Kafka",4
1649851874-2465,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,sbruksha/event-driven-microservices-platform,Event driven microservices platform using Spring Cloud,26
1649851944-2715,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+microservice&s=stars&type=Repositories,spring-cloud-samples/customers-stores,Two microservices for customers and stores,403
1649851710-1904,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,Vento/rest-api,Scalable microservice athlete activity tracking application (Rest API),5
1649851848-2372,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,joshlong/bootiful-reactive-testing,example demonstrating how to test reactive microservices.,18
1649851701-1875,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,MoriTanosuke/first-camel-microservice,My first approach to microservices with Apache Camel.,4
1649851882-2498,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+microservice&s=stars&type=Repositories,rcherara/microservice-architecture,Architecture Microservice with Spring Cloud and Best Practices,30
1649851801-2218,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,oktadev/okta-spring-microservices-https-example,Spring Microservices: Secure Service-to-Service Communication,10
1649851956-2757,https://github.com/search?l=Java&o=desc&p=2&q=in%3Adescription+microservice&s=stars&type=Repositories,aol/micro-server,"Microserver is a Java 8 native, zero configuration, standards based, battle hardened library to run Java Rest Microse…",935
1649851699-1862,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,mehmetpekdemir/Microservice,Microservices with Spring Boot,4
1649851787-2168,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservice&s=stars&type=Repositories,printezisn/spring-boot-microservices-starter,Starter microservices project with spring boot.,9
1649851790-2174,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservice&s=stars&type=Repositories,Book-Microservices-v2/chapter08d,Learn Microservices with Spring Boot (2nd edition) - Chapter 8 (FINAL),9
1649851699-1864,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,njuics/dev-mdfs,A distributed file system built with microservices,4
1649851762-2087,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservice&s=stars&type=Repositories,lxsgdsgg/microservices-framework,"simple-microservice-framework with distributed configuration,API gateway with spring security oauth2 protection. Feig…",7
1649851754-2050,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,khannedy/monopay-wallet,MonoPay Wallet (for Workshop Monolith to Event-Driven Microservices),6
1649851768-2105,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,cosmin-margarit/netflix-oss,Microservices demo using spring boot and Netflix OSS,7
1649851713-1916,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,anhth318/microservices-demo,A demo for developing an web application in using microservices architecture,5
1649851814-2253,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservice&s=stars&type=Repositories,chachae/OES-Cloud-Testing-Platform,本科毕设，分布式微服务在线考试平台，主要研究方向：反作弊 & 考试过程监控 Multi-scene distributed microservice online examination platform,12
1649851701-1876,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,softbasic/softbasic-micro-core,Microservice Infrastructure Framework,4
1649851704-1880,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,lreimer/lombok-service,Demo repository to showcase the usage of Lombok with a Java EE microservice.,5
1649851828-2307,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservice&s=stars&type=Repositories,vipul-gorasiya/Spring-MicroServices-OnlineShopping-Example,Microservice project for OnlineShopping built using Spring-cloud,13
1649851808-2232,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservice&s=stars&type=Repositories,VictorGil/transfers_recording_service,Example of how use Kafka in order to implement event-driven microservices.,11
1649851710-1900,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,ghkim3221/tollgate,An API gateway for your microservice.,5
1649851760-2078,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,SoftwareAG/cumulocity-microservice-templates,Collection of templates / examples to give the developer a starting point how common features can be solved by using …,7
1649851944-2719,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+microservice&s=stars&type=Repositories,eventeum/eventeum,A resilient Ethereum event listener that bridges your smart contract events and backend microservices,365
1649851681-1803,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,stackroute/spring-boot-microservices,"Cloud native microservices implementation with API Gateway, Config Server, Eureka Registry",4
1649851748-2032,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,accesshdigital/sea-mvp-microservice,Access Health Digital MVP Microservice Application built with Spring Cloud,6
1649851675-1783,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,karlnicholas/RestPractice,Rest Practice - Leading to microservices - Spring Boot - Cloud,4
1649851851-2388,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-kafka-micronaut-microservices,Sample microservices written using Micronaut framework communicating asynchronously through Apache Kafka,18
1649851919-2628,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,Nepxion/Permission,? Nepxion Permission is a permission system based on Spring Cloud with Nepxion Matrix AOP framework and Aquarius fram…,81
1649851805-2222,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,grkn/netflix-conductor-basics,Netflix conductor basics. Workflow orchestration on microservices (https://netflix.github.io/conductor/),11
1649851845-2362,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,IBM/kafka-retry,Spring Boot microservice providing generic Kafka message retry capability,17
1649851828-2303,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservice&s=stars&type=Repositories,xiliangMa/mscloud,Microservices by Spring Cloud,13
1649851888-2514,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-tram-examples/eventuate-tram-examples-micronaut-customers-and-orders,"Microservices, Sagas, Choreography, Eventuate Tram, Micronaut",34
1649851673-1772,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservice&s=stars&type=Repositories,ruth-connect/iot-microservices-spring-boot,Spring Boot application for Internet of Things microservices,4
1649851814-2255,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservice&s=stars&type=Repositories,cattles/spring-cloud-event-sourcing-example,Spring Cloud example of event sourcing using microservices,11
1649851947-2728,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-spring-microservices,"Many samples in different branches that shows how to create microservices with Spring Boot, Spring Cloud, Zipkin, Zuu…",444
